100006262957,迪奥Dior全新烈艳蓝金唇膏缎光/滋润999#3.5g(唇膏女 经典正红 生日礼物 送女友）,289.00,迪奥（Dior）美妆京东自营专区,自营放心购,//item.jd.com/100006262957.html#comment,100万+,0.96
100011323932,迪奥Dior全新烈艳蓝金唇膏哑光999#3.5g(唇膏女 传奇正红 生日礼物   送女友）,339.00,迪奥（Dior）美妆京东自营专区,自营品质溯源,//item.jd.com/100011323932.html#comment,100万+,0.96
100012529857,"
兰蔻196 菁纯丝绒雾面唇膏196 3.4g 小蛮腰哑光胡萝卜橘显白 化妆品礼盒礼物 11.11预售爆款",300.00,兰蔻京东自营官方旗舰店,自营放心购新品券1200-100赠,//item.jd.com/100012529857.html#comment,50万+,0.97
100012404503,纪梵希（Givenchy）高定香榭唇膏 小羊皮N306 3.4g 半哑光 斩男番茄红  生日礼物,360.00,GIVENCHY纪梵希京东自营官方旗舰店,自营放心购闪购券1200-100赠,//item.jd.com/100012404503.html#comment,5万+,0.96
100001991065,圣罗兰（YSL）小金条21号 复古正红色 2.2g（复古哑光持久 送礼盒）生日礼物,350.00,圣罗兰（YSL）美妆京东自营专区,自营放心购品质溯源每满300-30,//item.jd.com/100001991065.html#comment,50万+,0.97
100006811828,迪奥Dior化妆品套装(哑光999+护肤1ml/1.5ml随机*2+香水1ml 小样随机 唇膏女 送老婆  送女友 生日礼物）,380.00,迪奥（Dior）美妆京东自营专区,自营品质溯源券300-10满300-30,//item.jd.com/100006811828.html#comment,100万+,0.96
100022162276,colorkey 珂拉琪Hello Kitty粉力琪遇礼盒02粉力王炸1g*6支 空气唇釉全丝绒系列哑光雾面唇彩 礼物送礼,189.00,colorkey京东自营官方旗舰店,自营放心购,//item.jd.com/100022162276.html#comment,2万+,0.98
100009404523,"	
花西子【同心礼】同心锁/浮雕雕花唇膏女保湿滋润中国风情人节礼物-M211朱砂锁（红枫柿子）",219.00,花西子京东自营旗舰店,自营放心购,//item.jd.com/100009404523.html#comment,10万+,0.98
8142893,"	
阿玛尼（ARMANI）臻致丝绒哑光唇釉  405 红管哑光 番茄红色 6.5ml彩妆礼物",225.00,京东国际美妆自营跨境免税店,自营品质溯源包税券299-20每满300-30,//item.jd.com/8142893.html#comment,10万+,0.96
4564204,"	
魅可(MAC)子弹头 小辣椒chili (602 春夏色彩 无限回购款 生日礼物女 ) ",139.00,MAC魅可海外自营专区,自营品质溯源包税券299-20,//item.jd.com/4564204.html#comment,100万+,0.97
100010156881,"	
完美日记 小细跟恣意出色丝绒细管3支装爱心款（L01+L02+L04）礼盒  唇膏 生日礼物",249.90,完美日记京东自营旗舰店,自营放心购券229-10,//item.jd.com/100010156881.html#comment,20万+,0.97
100026324180,"	
3CE三熹玉丝绒唇釉网红#红梨色#SPEAK UP",107.00,3CE京东自营官方旗舰店,自营新品秒杀,//item.jd.com/100026324180.html#comment,1万+,0.96
100011754347,雅诗兰黛倾慕哑光333#干枫叶色保湿滋润显白不挑皮持久不掉色化妆品礼盒【预售】,290.00,Estee Lauder雅诗兰黛京东自营官方旗舰店,自营放心购,//item.jd.com/100011754347.html#comment,2万+,0.97
100012969173,"	
花西子【同心礼】同心锁/浮雕雕花唇膏女保湿滋润中国风情人节礼物-M1314一生一世（红枫柿子）",219.00,花西子京东自营旗舰店,自营放心购新品,//item.jd.com/100012969173.html#comment,10万+,0.98
100003023290,"	
圣罗兰(YSL)哑光小金条21号礼盒 2.2g【复古正红色 雾面哑光】生日礼物送女友",295.00,圣罗兰（YSL）海外京东自营专区,自营放心购品质溯源包税券159-20每满300-30,//item.jd.com/100003023290.html#comment,10万+,0.97
8309688,"	
阿玛尼（ARMANI）红管唇釉405# 丝绒哑光唇釉6.5ml（至美番茄红  唇膏女 送礼袋 生日礼物送女友）",310.00,阿玛尼（Armani）美妆京东自营专区,自营品质溯源满199-20,//item.jd.com/8309688.html#comment,20万+,0.96
3950523,"	
迪奥(Dior)烈艳蓝金#999 哑光正红色 3.5g(礼盒套装 迪奥唇膏 传奇红唇 生日礼物送女友)",295.00,迪奥（Dior）海外京东自营专区,自营放心购品质溯源包税券159-20每满300-30,//item.jd.com/3950523.html#comment,20万+,0.96
100013656347,"	
圣罗兰(YSL)哑光小金条新色 1966 2.2g【红棕色 爆款新色】生日礼物送女友",295.00,圣罗兰（YSL）海外京东自营专区,自营放心购品质溯源包税券159-20满99-30,//item.jd.com/100013656347.html#comment,10万+,0.97
100017411370,阿玛尼（ARMANI）挚爱哑光唇膏405 4g（烤番茄红 哑而不干  雾面哑光 生日礼物送女友）,332.00,阿玛尼（Armani）美妆京东自营专区,自营,//item.jd.com/100017411370.html#comment,5万+,0.97
100013037996,迪奥Dior唇釉魅惑润唇蜜004#3.5g(润唇膏 珊瑚色 滋润保湿 送女友 新版本3.2g)新老版本随机发货,330.00,迪奥（Dior）美妆京东自营专区,自营品质溯源券300-10满300-30,//item.jd.com/100013037996.html#comment,20万+,0.98
